PIMS ID,Product,Suppliers
RX-CPFF100,RX Conc. Phlegm Fat Formula 100ct CAP,
RX-CSC90P,RX Conc. Shen Calmer Powder 90g,
RX-CSWXF100,RX Conc. Si Wu Xiao Feng 100 ct CAP,
RX-CSH50,RX Conc. Stomach Happy 50ct CAP,
RX-CSHP90,RX Conc. Stomach Happy Powder 90g,
RX-CTL100,RX Conc. Tendon/Ligament 100ct CAP,
RX-CTL90P,RX Conc. Tendon/Ligament Powder 90g,
RX-CXYS100C,RX Conc. Xin Yi San 0.5g 100ct CAP,
RX-CZXS90G,RX Conc. Zhen Xin San 90g Powder,
RX-CONCBS50,RX Concentrated Body Sore 50ct CAP,
RX-CBS90P,RX Concentrated Body Sore Powder 90g,
RX-CDGPS90G,RX Concentrated Di Gu Pi San Powder 90g,
RX-CONFOUR,RX Concentrated Four Gentleman 90g Powder,
RX-CHQT100,RX Concentrated Heart Qi Tonic 100ct CAP,
RX-CJGSQ90,RX Concentrated Jin Gui Shen Qi Powder 90g,
RX-CJSGJ90P,RX Concentrated Jin Suo Gu Jing Powder 90g,
RX-CLHAPP10,RX Concentrated Liver Happy 100ct CAP,
RX-CLH50CT,RX Concentrated Liver Happy 50ct CAP,
RX-CRFD100,RX Concentrated Red Front Door 100ct CAP,
RX-CRFD50,RX Concentrated Red Front Door 50ct CAP,
RX-CONR11,RX Concentrated Rehmannia 11 0.5g 100ct CAP,
RX-REHCON14,RX Concentrated Rehmannia 14 0.5g 100ct CAP,
RX-CSCC50,RX Concentrated Shen Calmer 50ct CAP,
RX-CONSTAS,RX Concentrated Stasis Breaker 100ct CAP,
RX-CONCSB,RX Concentrated Stasis Breaker Powder 90g,
RX-CWQB100,RX Concentrated Wei Qi Booster (100 ct CAP),
RX-CONXUE,RX Concentrated Xue Fu Zhe Yu (100ct),
RX-CYYXF100,RX Concentrated Yang Yin Xi Feng 100ct,
RX-COSCC,RX Cosequin for Cats Soft Chews 60ct,
RX-COUGHT,RX Cough Tablets,
RX-CREDC24,RX Credelio for Cats 2.0 - 4.0# Chew Single,
RX-CREDC417,RX Credelio for Cats 4.1 - 17.0# Chew Sing.,
RX-IDASAF,RX Dasuquin Advanced for Cats,
RX-DASCL,RX Dasuquin Advanced Soft Chew 64ct Large,
RX-IDASS,RX Dasuquin Advanced Soft Chew 64ct Sm/Med,
RX-DENCHADL,RX Denamarin Chew Advanced (Large),
RX-DENCHADV,RX Denamarin Chew Advanced (Small),
RX-DERCOX,RX Deracoxib (Coxiba) 100mg TAB,
RX-DERCOX25,RX Deracoxib (Coxiba) 25mg TAB,
RX-DERCOX75,RX Deracoxib (Coxiba) 75mg TAB,
RX-DGPS200G,RX Di Gu Pi San Powder 200g,
RX-DTT200P,RX Di Tan Tang Powder 200g,
RX-DTTT200,RX Di Tan Tang Teapill 200ct,
RX-IVAL5,RX Diazepam 5mg TAB ( Valium ),
RX-DOUBPIIC,RX Double P II 0.5g 200ct CAP,
RX-DPII100,RX Double P II 100ct CAP,
RX-DOUBPIIP,RX Double P II Powder 200g,
RX-DCP30,RX Douxo Chlorhexidine 3% PS Pads 30ct,
RX-DOXY100,RX Doxycycline 100 mg TAB,
RX-DOXY100S,RX Doxycycline 100mg/ml SUSP.,
RX-DOX150FT,RX Doxycycline 150mg Flex TAB,
RX-DOXY50,RX Doxycycline 50mg TAB,
RX-KCOTO,RX Ear - KC Oto Pack,
RX-OTOE,RX Ear - Oti-Pack,
RX-EASOTIC,RX Easotic ear Ointment 10ml,
RX-E2101-20,RX Eight Righteous 200g,
RX-ELURA15,RX Elura 20mg/ml Oral Susp. (15 ml Bottle),
RX-IENA10,RX Enalapril 10mg TAB,
RX-ENAL20T,RX Enalapril 20mg TAB,
RX-IENA5,RX Enalapril 5mg TAB,
RX-IBAY20,RX Enrofloxacin (Baytril ) 22.7mg TAB,
RX-IBAY60,RX Enrofloxacin (Baytril ) 68mg Taste TAB,
RX-IBAY13,RX Enrofloxacin (Baytril) 136mg TAB,
RX-ENT10BOT,RX Entyce App Stimulant 30mg/ml 10ml Bottle,
RX-IEPA180,RX Epakitin 180gm,
RX-IEPA3,RX Epakitin 300gm Bottle,
RX-IEPA60,RX Epakitin 60gm,
RX-IERYO,RX Erythromycin Oph Ointment,
RX-E2042T,RX External Wind 200 Teapill,
RX-ESD,RX Eye Serum Drops,
RX-IFAM10,RX Famotidine 10mg TAB,
RX-IFAM20,RX Famotidine 20mg TAB,
RX-I8001,RX Fan Xie Ye 200g,
RXF,RX fee,
RX-FELAN30,RX Felanorm (Methimazole) 5mg/ml 30ml Bot,
RX-IPANA,RX Fenbendazole ( Panacur ) 100mg/ml LIQ,
RX-FLADC60,RX Flexadin Advanced Chews 60ct,
RX-IPRZAC10,RX Fluoxetine 10mg TAB,
RX-IFLX20,RX Fluoxetine 20mg CAP,
RX-FLUO40C,RX Fluoxetine 40mg CAP,
RX-IFFB,RX Fortiflora - SA Feline / K9 Box,
RX-A3010T,RX Four Gentlemen 200 Teapill/Si,
RX-A2150,RX Four Immortals 200g,
RX-ILAS12,RX Furosemide (Lasix) 12.5 mg TAB,
RX-LAS20,RX Furosemide (Lasix) 20 mg TAB,
RX-ILAS50,RX Furosemide (Lasix) 50 mg TAB,
RX-IGAB100,RX Gabapentin 100mg CAP,
RX-GABAQTAB,RX Gabapentin 100mg Quad TAB,
RX-GAB25T,RX Gabapentin 25mg TAB,
RX-GABA300,RX Gabapentin 300mg CAP,
RX-GABA50MG,RX Gabapentin 50mg/ml Susp.,
RX-GABA600,RX Gabapentin 600mg CAP,
RX-GALL100,RX Galliprant 100 mg TAB,
RX-GALL20T,RX Galliprant 20mg TAB,
RX-IGAL60,RX Galliprant 60mg TAB,
RX-IGENO120,RX GenOne/Gentamicin K9 Topical Spray 120ml,
RX-IGENSL,RX GenOne/Gentamicin K9 Topical Spray 240ml,
RX-GENO60,RX GenOne/Gentamicin Topical Spray 60ml,
RX-IVETGLYC,RX Glyco Flex 2 Bite Chews Feline-Vetri-Sci,
RX-HQT200C,RX Heart Qi Tonic 200ct CAP,
RX-IHGPSS,RX Heartgard Plus 1 - 25# Single,
RX-IHGPMS,RX Heartgard Plus 26-50# Single,
RX-IHGPLS,RX Heartgard Plus 51-100# Single,
RX-HCBDD60,RX Hemp CBD Oil for Dogs 60ml,
RX-EVCBDLC,RX Hemp Mobility Chews Over 50lbs 62ct Bag,
RX-EVCBDSC,RX Hemp Mobility Chews Under 50lbs 62ct Bag,
RX-EVCBD15,RX Hemp Mobility OIl for Cats 15ml,
RX-HEMPMO15,RX Hemp Mobility Oil for Dogs 15ml,
RX-EVCBD20,RX Hemp Mobility Oil for Dogs 20ml,
RX-EVCBD30,RX Hemp Mobility Oil for Dogs 30ml,
RX-HOSGM,RX Hemp Oil Soft Gel Medium Dog,
RX-HOSGEL,RX Hemp Oil Soft Gels Extra Large Dog,
RX-HOSGLD,RX Hemp Oil Soft Gels for Large Dogs,
RX-HOSGSD,RX Hemp Oil Soft Gels for Small Dogs,
RX-HINDWEAK,RX Hindquarter Weakness 0.5g 200ct CAP,
RX-HQWN200T,RX Hindquarter Weakness 200ct Teapill,
RX-HINDQWP,RX Hindquarter Weakness Powder 200g,
RX-HYDROH,RX Hydrocodone 5mg/Homatropine 1.5mg/5ml (1mg/mL),
RX-HYCH1085,RX Hydrocodone/Chlorpheniramine 10&8mg/5ml (2mg/mL),
RX-IHYDX1,RX Hydroxyzine 10mg TAB,
RX-HYDXT25,RX Hydroxyzine 25mg TAB,
RX-HYDXT50,RX Hydroxyzine 50mg TAB,
RX-ILIDPU,RX I Lid n Lash 50ml,
RX-IID10,RX I-Drop Vet Plus Lubricating Drops 10ml,
RX-ICFTN,RX ICF Tris - NAC Ear Solution 120ml Bottle,
RX-INCURIN,RX Incurin 1mg 30ct TAB (Box),
RX-A2111,RX Jin Suo Gu Jing - 900g,
RX-JSSGJ200,RX Jin Suo Gu Jing 200g,
RX-A2111-6,RX Jin Suo Gu Jing 600g,
RX-KBV250,RX K-BroVet 250mg Chewable TAB Bottle,
RX-IKEF50,RX Keflex ( Cephalexin ) 500mg CAP,
RX-IKEF25,RX Keflex (Cephalexin) 250mg CAP,
RX-IKET200,RX Ketoconazole 200 mg TAB,
RX-KOS0.5,RX Ketorolac 0.5% Opth. Solution,
RX-KRILCSC,RX Krillex Concentrate Soft Chews 60ct,
RX-ILACP,RX Lactulose 10g/15ml Oral Solution,
RX-LAV10,RX Laverdia 10mg Bottle,
RX-LAV2.5,RX Laverdia 2.5mg Bottle,
RX-LAV50,RX Laverdia 50mg Bottle,
RX-THY0.3,RX Levothyroxine ( ThyroTab ) 0.3mg TAB,
RX-ISOL1,RX Levothyroxine ( ThyroVet ) 0.1mg TAB,
RX-ISOL2,RX Levothyroxine ( ThyroVet ) 0.2mg TAB,
RX-ISOL4,RX Levothyroxine ( ThyroVet ) 0.4mg TAB,
RX-ISOL5,RX Levothyroxine ( ThyroVet ) 0.5mg TAB,
RX-ISOL6,RX Levothyroxine ( ThyroVet ) 0.6mg TAB,
RX-ISOL7,RX Levothyroxine ( ThyroVet ) 0.7mg TAB,
RX-ISOL8,RX Levothyroxine ( ThyroVet ) 0.8mg TAB,
RX-LIVHAP2,RX Liver Happy Teapills (200ct) TAB,
RX-LOS100,RX Losartan 100mg TAB (90ct),
RX-LOS50TAB,RX Losartan 50mg TAB (90ct),
RX-ZN25T,RX Marbofloxacin ( Zeniquin ) 25mg TAB,
RX-MARB100,RX Marbofloxacin (Marboquin) 100mg TAB,
RX-IMAR25,RX Marbofloxacin 25mg/ml Susp.,
RX-MC160,RX Maropitant (Cerenia) 160mg Tablets 4pk,
RX-MAXFOR20,RX Max's Formula 200 Teapill,
RX-MEL100ML,RX Meloxicam 1.5mg/ml LIQ 100 ml Bottle,
RX-IMET,RX Meloxicam 1.5mg/ml LIQ 10ml Bottle,
RX-IMET32,RX Meloxicam 1.5mg/ml LIQ 32ml Bottle,
RX-IMEL7,RX Meloxicam 7.5mg TAB,
RX-IMET200,RX Meloxidyl (Meloxicam) ORAL 200 ml (1.5mg/mL),
RX-FEL2.5,RX Methimazole (Felimazole) 2.5mg TAB,
RX-IMET5,RX Methimazole (Felimazole) 5mg TAB,
RX-MET5UC,RX Methimazole 5mg (Uncoated) TAB,
RX-IMETH5,RX Methocarbamol 500mg TAB,
RX-METOL,RX Metoclopramide ( Reglan ) 5mg/5ml (1mg/mL) LIQ,
RX-IREG,RX Metoclopramide (Reglan) 10mg TAB,
RX-IREG5,RX Metoclopramide (Reglan) 5mg TAB,
RX-FLA100,RX Metronidazole (Flagyl) 100mg/ml Susp.,
RX-IFLA25,RX Metronidazole (Flagyl) 250mg TAB,
RX-IFLA50,RX Metronidazole (Flagyl) 500mg TAB,
RX-MIRTRAO,RX Mirataz Transdermal Ointment,
RX-MIRTSM,RX Mirtazapine 1.8mg Simply Melt TAB,
RX-IMIR15,RX Mirtazapine 15mg TAB,
RX-MUROINT,RX Muricin (Mupirocin) 2% Oint. 15g,
RX-NAR60,RX Naraquin Feline/K9 60 ct. Bottle CAP,
RX-INPP,RX Neo-Predef (Tetracaine) 15gr Powder,
RX-ITRIHC,RX Neo/Poly/B/HC Ointment,
RX-ITRIOE,RX NeoPoly Bac Oph Oint 3.5g,
RX-INDD,RX Neopoly Dex Eye Drops,
RX-INPHOS,RX Neopoly HC Otic Sol 10cc,
RX-INDO,RX Neopolydex Eye Ointment,
RX-NXRS600P,RX New Xiang Ru San 600g Powder,
RX-NGCS,RX Nexgard COMBO for Cats 1.8-5.5#,
RX-NGCL,RX Nexgard COMBO for Cats 5.6-16.5#,
RX-NEXGCSM,RX Nexgard Flea/Tick Chew 04 - 10 lb,
RX-NEXGCMD,RX Nexgard Flea/Tick Chew 10.1 - 24 lb,
RX-NEXGCLG,RX Nexgard Flea/Tick Chew 24.1 - 60 lb,
RX-NEXGCXLG,RX Nexgard Flea/Tick Chew 60.1 - 121 lb,
RX-NGP17,RX Nexgard Plus for Dogs 17 - 33#,
RX-NGP33,RX Nexgard Plus for Dogs 33.1 - 66#,
RX-NGP48,RX Nexgard Plus for Dogs 4 - 8#,
RX-NGP66,RX Nexgard Plus for Dogs 66 - 132#,
RX-NGP8,RX Nexgard Plus for Dogs 8.1 - 17#,
RX-NJPPKOA,RX Nin Jiom Pei Pa Koa(Chuan Bei Pi Pa Gao),
RX-NHBM120C,RX NutriHerb - Bright Mind 120ct CAP,
RX-IOND4,RX Ondansetron (Zofran) 4mg TAB,
RX-OND8,RX Ondansetron (Zofran) 8mg TAB,
RX-IONS6,RX Onsior 6mg (3 ct) - Per Pack,
RX-OPHFOR20,RX Ophiopogon Formula 0.5g CAP (200ct),
RX-OPTIELP,RX Optixcare Eye Lube Plus 20g,
RX-OSELT75,RX Oseltamivir 75mg CAP Box of 10,
RX-OPE3ML,RX Oti-Pack-E Otic,
RX-OPKTO,RX Oti-Pack-KT Otic,
RX-PAL10,RX Palladia 10mg TAB,
RX-PAL15,RX Palladia 15mg TAB,
RX-PALTAB50,RX Palladia 50mg TAB,
RX-PPEC500T,RX PancrePlus Enzyme Concentrate 500ct TAB,
RX-PANTOPR,RX Pantoprazole 20mg TAB (90ct) Bottle,
RX-PAN40,RX Pantoprazole 40mg TAB (90ct) Bottle,
RX-PAROX10,RX Paroxetine 10mg TAB,
RX-PAROX20,RX Paroxetine 20mg TAB,
RX-IPET30,RX Pet-Tinic 30ml,
RX-IPETTI,RX Pet-Tinic 4oz,
RX-PIMO5TAB,RX Pimobendan 5mg Quad TAB,
RX-PRAZO,RX Prazosin HCI 1mg/ml,
RX-IPRES5,RX Prednisolone 5mg TAB,
RX-IPRED30,RX Prednisolone Syrup 15mg/5ml (3mg/mL),
RX-IPRED10,RX Prednisone 10mg TAB,
RX-PRED1,RX Prednisone 1mg Tablet,
RX-IPRED2,RX Prednisone 20MG TAB,
RX-IPRED5,RX Prednisone 5mg TAB,
RX-PPADG15,RX Pro-Pectalin Anti-Diarrheal Gel 15cc,
RX-PPADG30,RX Pro-Pectalin Anti-Diarrheal Gel 30cc,
RX-PPADTAB,RX Pro-Pectalin Anti-Diarrheal TAB,
RX-IPRO75,RX Proin 75mg Chew TAB 60ct. bottle,
RX-PER145MG,RX Proin ER 145mg (30ct Bottle),
RX-PROER18,RX Proin ER 18mg (30ct Bottle),
RX-PER38MG,RX Proin ER 38mg (30ct Bottle),
RX-PER74,RX Proin ER 74mg (30ct Bottle),
RX-PRER7490,RX Proin ER 74mg (90ct Bottle),
RX-PROVDCPR,RX Proviable DC Probiotic Supp. CAP,
RX-PROZ10ML,RX ProZinc Insulin 40U/ml (10 ml Bottle),
RX-PROZINC,RX Prozinc Insulin 40U/ml (20ml Bottle),
RX-PHC3OZ,RX Purina Hydracare 3oz Sachet,
RX-IPPQ,RX Pyrantel Pamoate Liquid (50mg/mL),
RX-REDFD200,RX Red Front Door (200ct) CAP,
RX-REH11,RX Rehmannia 11 (200ct),
RX-REH14,RX Rehmannia 14 (200ct),
RX-REJJC30,RX Rejensa Joint Care Chew 30ct Tub,
RX-REJJCC60,RX Rejensa Joint Care Chew 60ct Tub,
RX-RK+P,RX Renal K+ Powder 100g,
RX-REVP11,RX Revolution Plus Cat 11.1 - 22#,
RX-REVPC5.5,RX Revolution Plus Cat 2.8 - 5.5#,
RX-REVPC5.6,RX Revolution Plus Cat 5.6 - 11#,
RX-RILE300,RX Rilexine Chew TAB 300mg (Cephalexin),
RX-RILE600T,RX Rilexine Chew TAB 600mg (Cephalexin),
RX-SJPC,RX Sargassum Jade Pot Capsules 100ct,
RX-SEM35ML,RX Semintra Oral Susp. 10mg/ml 35ml Bottle,
RX-SENV30,RX Senvelgo 30ml Bottle,
RX-SC200TP,RX Shen Calmer 200ct Teapill,
RX-SHENCALM,RX Shen Calmer Powder 200g,
RX-SIL20TAB,RX Sildenafil 20mg TAB,
RX-SS150GM,RX Silver Sulfadiazine 1% 50gm,
RX-SIMPT11,RX Simparica Trio 11.1 - 22# Carmel,
RX-SIMPT22,RX Simparica Trio 22.1 - 44# Teal,
RX-SIMPT44,RX Simparica Trio 44.1 - 88# Green,
RX-SIMPT5,RX Simparica Trio 5.6 - 11# Purple,
RX-SIMPT88,RX Simparica Trio 88.1 - 132# Brown,
RX-SIMPOS,RX Simplera Otic Solution 1ml,
RX-SSCBD15,RX SimpliSolve CBD Sheets 15ct,
RX-SSCBD40,RX SimpliSolve CBD Sheets 40ct,
RX-SMZTMP96,RX SMZ TMP 960 mg TAB 500ct,
RX-SOLKERG,RX Solva-Ker Gel 30ml Tube,
RX-STASIS,RX Stasis Breaker (100ct) Bottle CAP,
RX-STBRE200,RX Stasis Breaker (200ct) Bottle CAP,
RX-SIMOM90,RX Stasis in Mans. of Mind 90g Bottle,
RX-STOMHAPC,RX Stomach Happy 0.5 mg 200ct CAP,
RX-STHATE10,RX Stomach Happy Teapill 100ct,
RX-ISUC1,RX Sucralfate 1gm TAB,
RX-SUFFKM,RX Suffusion K Mousse 6.8 oz Bottle,
RX-SUFFKW,RX Suffusion K Wipes 30ct,
RX-SUFPPSM,RX Suffusion P + PS Mousse 200ml Bottle,
RX-ISYNO,RX Synotic Otic 8ml,
RX-TELM20,RX Telmisartan 20mg TAB 30ct,
RX-TEL40,RX Telmisartan 40mg TAB 30ct,
RX-ITP100,RX Temaril - P TAB,
RX-TENLIG20,RX Tendon/Ligament 200 ct. CAP,
RX-TENDLIG2,RX Tendon/Ligament Powder 200g,
RX-TERB250,RX Terbinafine 250mg TAB,
RX-ITERR,RX Terramycin Opthalmic Ointment,
RX-TOBOPSOL,RX Tobramycin 0.3% Opth. Sol. (5ml),
RX-ITRAZ100,RX Trazodone 100 mg TAB,
RX-ITRAZ50,RX Trazodone 50 mg TAB,
RX-TRES7.5,RX Tresaderm 7.5 ml Bottle,
RX-IT8B,RX TrizEDTA 4oz + Baytril 12ml OTIC,
RX-ITRIZ16,RX TRIZEDTA Flush 16oz Bottle,
RX-ITRIZK,RX Trizultra / Keto 12oz Bottle,
RX-TRIZUB,RX TrizUltra Keto 4oz + Baytril 12ml OTIC,
RX-UCTOR32,RX UpCard ( Torsemide ) 2mg/ml 32 ml Bottle,
RX-VARSUS,RX Varenzin 25mg/ml Susp. 27ml Bottle,
RX-VCNSSC,RX VC No Scoot Soft Chews 65ct,
RX-VCSSEPSC,RX VC Stop Stool Eating Plus Soft Chew 90ct,
RX-VCSAT30,RX VC Stress Away Chew Tabs 30ct,
RX-VCSAC65,RX VC Stress Away Chews 65ct,
RX-VCTSL,RX VC Tear Stain Liquid 4oz,
RX-VCTSSC,RX VC Tear Stain Soft Chews 65ct,
RX-VERCAT15,RX Veraflox (Pradofloxacin) Cat Oral Suspension 15ml (25mg/mL),
RX-IVTM1,RX Vetmedin 1.25mg TAB (50Ct),
VETMED50ML,RX Vetmedin 1.5mg/ml Susp. 50ml Bottle,
RX-VTM10,RX Vetmedin 10mg TAB (50ct),
RX-VTM2.5,RX Vetmedin 2.5mg TAB (50ct),
RX-IVTM5,RX Vetmedin 5mg TAB (50ct),
RX-VSCP60C,RX Vetri Science Cardio Pro 60ct Chew,
RX-COMPRO60,RX Vetri Science Composure Pro 60 ct. Chew,
RX-VSHP60,RX Vetri Science Hepaticlear Pro 60ct Chew,
RX-VSREL,RX Vetri Science Renal Essent. Pro LIQ.,
RX-IVLC,RX Vetri-Lysine Plus 120ct,
RX-IVS10,RX Vetsulin 10 ml Bottle,
RX-IVIR1,RX Viralys Powder 100gm,
RX-IVBLG,RX Virbantel 114mg (Large 25-200#) TAB,
RX-IVIRSM,RX Virbantel 30mg (Small 1-25#) TAB,
RX-VISBIOME,RX Visbiome Probiotic CAP 40ct Bottle,
RX-VITAB12-BTL,RX Vitamin B-12 5000mcg/ml 100ml Bottle,
RX-IVITK,RX Vitamin K1 25mg (Chew) TAB,
RX-IVKC,RX Vitamin K1 50mg (Chew) TAB,
RX-VSREPC,RX VS Renal Essentials Pro Chew 60ct,
RX-WQBOCAP,RX Wei Qi Booster 0.5g 200ct CAP,
RX-WQBC100,RX Wei Qi Booster CAP 100ct Bottle,
RX-WEIQBPOW,RX Wei Qi Booster Powder 200g,
RX-WQBT200,RX Wei Qi Booster Teapill 180mg 200ct,
RX-WDTWT200,RX Wen Dan Tang Wan Teapills (200ct) TAB,
RX-XLWT,RX Xiang Lian Wan (200ct) TAB,
RX-XUEFZY18,RX Xue Fu Zhu Yu 180mg (200ct) TAB,
RX-YYXF200,RX Yang Yin Xi Feng 0.5mg CAP 200ct,
RX-YUNBYAO,RX Yunnan Bai Yao 4g powder,
RX-YBY16,RX Yunnan Bai Yao Herbal Supl CAP 16ct Box,
RX-YUNBYSP,RX Yunnan Bai Yao Spray,
RX-ZHGUSHMT,RX Zheng Gu Shui (Massage Tinture) 100ml,
SC,Sanitary clip,
NONBILL165,Save Blood Tubes,
NONBILL160,Save Feces,
NONBILL161,Save Urine,
236,Schirmer tear test (Record Vitals),
VITALS122,Schirmer Tear Test (STT) - OD,
VITALS123,Schirmer Tear Test (STT) - OS,
SSI,Scrub Surgical Instruments,
SHIPRX,Shipping charges,
SIALO,Sialocentesis,
IH-ISS1,Silver Sulfadiazine 1% 400gm (IH Only),
NONBILL187,Soak: Warm Water 15-20 Min,
587,Soft Palate Resection,
SPA,Soft Paws Application,
S3BFSW,Soniquence 3 Button Fingerswitch Wand,
SCDK,Soniquence Cautery Device Kit,
SQMPSPK,Soniquence Monopolar SP Pack Kit,
SSPT3B,Soniquence Sp-Tips 3mm Ball,
SSPT5L,Soniquence SP-Tips 5mm Loop,
SSPTFW,Soniquence SP-Tips Fine Wire 3cm,
18498,Spec cPL Canine - Follow Up,
SPICA,Spica Splint (Fiberglass),
590,Splenectomy,
STR,Staple Removal,
SNR,Stenotic Nares Repair,
SAM,Stone Analysis to Minnesota,
STOPBORD,Stop Bordetella,
STOPCRAB,Stop Canine Rabies,
STOPCYTO,Stop Cytopoint,
STOPDPC,Stop Dpc,
STOPFECA,Stop Fecal,
STOPFRAB,Stop Feline Rabies,
STOPFIV,Stop FIV,
STOPFVR,Stop Fvr,
STOP FLU,Stop Influenza,
STOP LAB,Stop Labwork Recs,
STOPLEPT,Stop Lepto,
STOPLEUK,Stop Leukemia,
STOPLYME,Stop Lyme,
STOPPRO,Stop Proheart,
STOPWELL,Stop Wellness Exam,
SRSB,Stress Reducing Supplement for Boarding,
ILRN,Subcutaneous Fluid Set /Needles (10),
NONBILL205,Suction Airway - tracheostomy tube,
NONBILL122,Suction Endotracheal Tube,
EYE1,Superficial Keratotomy ( Eye ),
UFPATH,Surgical Histopathology UF,
142S,Suture Removal,
SWEEP,Sweep (Treatment/SX/Lab/Pharmacy/X-Ray/Autoclave),
VITALS43a,T-FAST Scan,
511,Tail Amputation,
TATOUCD,Taurine Analysis to UC Davis (P & WB),
TCF,Technician Consult Fee,
NONBILL149,Telemetry Monitoring,
VITALS02,Temperature,
TEND,Tendenectomy - Declaw Salvage,
1157,Texas A&M Cortisol,
TAMPL,Texas A&M Phenobarbital Levels,
TAMPBL,Texas A&M Potassium Bromide Levels,
VITALS418,Thoracentesis - Left (mLs),
VITALS419,Thoracentesis - Right (mLs),
THORACD,Thoracocentesis - Diagnostic,
THORACT,Thoracocentesis - Therapeutic,
SA400,"Thyroid 5 (T4, FT4, cTSH, Thyroglobulin)",
T3-T4,Thyroid Profile 1 ( T3 and T4) (IRL 13),
S501,Tibial Crest Transposition,
NONBILL123,TLC,
593,Tonsillectomy,
31329999,Total Body Function (IRL 31329999),
SA120,Total Body Function (IRL 759999),
SA110,Total Body Function Plus (IRL 23059999),
VITALS16,Total Ins (critical care),
VITALS17,Total Outs (critical care),
VITALS32,Total Solids (TS),
VITALS32a,Total Solids (TS) - Abdominal effusion,
VITALS412,Total Solids (TS) - Pericardial Effusion,
VITALS413,Total Solids (TS) - Pleural Efffusion,
TOXI,Toxiban Administration (Orogastric Tube),
7155,Toxoplasma Titers (IgG and IgM) by IFA,
NONBILL124,Transfer Patient,
VITALS70,Transfusion - Albumin (Canine),
VITALS71,Transfusion - Albumin (Human),
VITALS66,Transfusion - Cryoprecipitate,
VITALS72,Transfusion - IVIG,
VITALS73,Transfusion - Other,
VITALS65,Transfusion - Plasma (Cryo-poor),
VITALS63,Transfusion - Plasma (FFP),
VITALS64,Transfusion - Plasma (FP),
VITALS62,Transfusion - pRBC,
VITALS67a,Transfusion - Whole Blood (donor blood),
VITALS67,Transfusion - Whole Blood (stored blood),
VITALS74,Tremor Watch,
TP,Trim Hair on Paws,
TTSHT,Truforma TSH Test,
TR,Tumor Removal - $14/min,
589,Tumor Removal / Complicated,
586,Tumor Removal / Minor,
594,Tumor Removal-External,
595,Tumor Removal-Internal,
UCDHGT,UC Davis Hyperuricosuria Genetic Test,
UBS,Ultrasound - Butterfly (Single Organ),
FAST,Ultrasound - POCUS / FAST,
ULTPREG,Ultrasound - Pregnancy Check,
USCENT,Ultrasound Assisted Centesis,
ULTFNA,Ultrasound Guided Needle Biopsy,
ULTBIO,Ultrasound Guided Trucut Biopsy,
UOMEIC,Univ of Minn. Exercise Induced Collapse,
UOGFC,Univ. of Georgia - Flow Cytometry w/ CBC,
UOMHCAOX,Univ. of Minnesota Hereditary CaOx 1,
UOTH6S,Univ. of Tennessee Histopath (6 Sites),
UOTXSX,Unplug Oxygen in TX/ SX,
596,Urethrostomy-Canine(male),
597,Urethrostomy-Feline(male),
2326,Urinalysis w/ Reflex UPC,
NONBILL125,Urinary Catheter Care / Cleaning,
598,Urinary Obstruction-Canine(m),
599,Urinary Obstruction-Feline(m),
VITALS113,Urine Glucose,
VITALS604,Urine Ketones,
VITALS114,Urine Specific Gravity (USG),
IUO32,Urine-Off Odor & Stain Remover 32oz Bott,
IUOSR,Urine-Off Refill (Client Brings Bottle),
NONBILL162,VAC Care,
1291,Vaccine Panel by SVN/HI—Canine Titer,
VARL2,VARL Allergy Panel 1&3 (40 aller/20 food,
I7316,VetScan Canine Wellness Profile plus HW,
I7290,VetScan Critical Care Plus,
I0055,VetScan Phenobarbital Chemistry Profile,
VITALS115,Volume Infused,
NONBILL126,Walk or Change Litter / Note Elims (Record Vital),
NONBILL127,Warm Compress,
584,Wart - Removal,
WFLCTIL,Wash Fecal Loops/Cups/Trays in Lab,
VITALS24,Water - Note Intake,
VITALS24b,Water - Offer to Face,
WDT,Water Deprivation Test,
VITALS405,Weigh Peri Pad unit in grams,
VITALS01,Weight,
170,Wound Care - Cleansing/Medicate,
WAAIGD,Wrap and Autoclave (Instruments/Gowns/Drapes ),
WRXP,Written Prescription,
WRX,Written RX (Sent Home),
XRCTTS,X-Ray - Clean Table Top/Sides,
XRTB,X-Ray - Turn Off Breaker,
